business_id,name,city,state,latitude,longitude,stars,review_count,is_open,price_num,price_label,weekly_hours,cuisine,has_takeout,has_delivery,has_reservation,good_for_kids,outdoor_seating,has_parking,checkin_count,log_review_count,log_checkin_count,mean_sentiment
RK6-cJ9hj53RzOlCBmpT-g,Impasto,Tampa,FL,27.890814,-82.5023464,5.0,5,1,,,,Italian,1.0,0.0,,,,0.0,1,1.791759469228055,0.6931471805599453,0.12857378129117264
pEm4xNCk8d0TF6A1gi-WDQ,TKO DJs,Maplewood,MO,38.6135761,-90.3223828,3.5,17,1,,,40.0,Karaoke,,,,,,0.0,0,2.8903717578961645,0.0,0.3504979321273963
knQ4vIgx-r85kjlWVVjcpQ,Silver and Blue Outfitters,Reno,NV,39.476518,-119.7840369,4.5,5,1,,,62.0,Sporting Goods,,,0.0,,,1.0,10,1.791759469228055,2.3978952727983707,
1MeIwdbTnZOBFCKOrgaxuw,Ricardo's Italian Cafe,Saint Louis,MO,38.6172724,-90.2127841,3.5,80,0,2.0,$$,28.5,American (New),1.0,0.0,1.0,1.0,0.0,1.0,121,4.394449154672439,4.804021044733257,0.24649125288773727
EuRGgOwJ0g1vTj2R04j37Q,Crafty Crab,Fairview Heights,IL,38.6012982,-89.9896835,2.5,14,1,,,72.0,Seafood,1.0,1.0,,1.0,,1.0,2,2.70805020110221,1.0986122886681098,
TLZ3-eDPLhUzfsWO4ad6Ug,Mahony's Po-Boys & Seafood,New Orleans,LA,29.9554151,-90.0700619,4.0,382,1,2.0,$$,29.0,Seafood,1.0,0.0,0.0,1.0,0.0,,404,5.948034989180646,6.003887067106539,0.25497834186016
Dy91wdWkwtI_qgjAIZ0Niw,Taqueria Los Primos,Wilmington,DE,39.7320886,-75.6256733,4.0,23,1,1.0,$,,Mexican,1.0,1.0,0.0,1.0,0.0,1.0,20,3.1780538303479458,3.044522437723423,0.14774604730781202
vje0KIiE7vtpx7JzmBx5LQ,The Pearl,Treasure Island,FL,27.7694046,-82.767317,4.0,129,1,3.0,$$$,27.0,French,1.0,1.0,1.0,0.0,1.0,,129,4.867534450455582,4.867534450455582,0.480174633734736
VrGxoSNZfSiT-G4OqRRGIw,Sunset 44 Bistro,Saint Louis,MO,38.5832229,-90.4071872,4.0,73,1,2.0,$$,36.0,Lounges,1.0,1.0,1.0,1.0,1.0,1.0,91,4.30406509320417,4.5217885770490405,0.25179576091800354
sB45WFgysT617bKWP_WJwA,Budweiser Brewery Experience,Saint Louis,MO,38.6001971,-90.2135377,4.5,605,1,1.0,$,48.0,Beer Gardens,0.0,,,,,1.0,1859,6.406879986069314,7.528331766707247,0.3045028697113842
Fk1xpM7fjqEJ4paqk5ZFSg,Jamba Juice,Boise,ID,43.6478323,-116.3520706,3.0,19,0,1.0,$,87.0,Juice Bars & Smoothies,1.0,,,,,,61,2.995732273553991,4.127134385045092,0.16292701357886902
4dVrWc4Nhuw9apfk9BWEcA,Walmart Supercenter,Tarpon Springs,FL,28.1477204,-82.7425681,2.0,29,1,2.0,$$,,Grocery,0.0,1.0,,,,1.0,97,3.4011973816621555,4.584967478670572,
kk_oEw1j3xQ-cJaAII8A0Q,Giant Food Store,Blue Bell,PA,40.1490655,-75.3060284,3.0,29,1,2.0,$$,126.0,Grocery,1.0,,,,,1.0,251,3.4011973816621555,5.529429087511423,0.030769230769230764
qFX8IdomeBVhDPCSyz2aRg,Nashville Delivers,Brentwood,TN,36.002397,-86.7023814,3.5,7,1,,,,Couriers & Delivery Services,,,,,,,0,2.0794415416798357,0.0,
VZzivJEbmHItOxNXJB3SpA,Subway,Brentwood,TN,36.0263631408,-86.7894728157,2.5,14,1,1.0,$,88.0,Sandwiches,1.0,1.0,0.0,1.0,0.0,,36,2.70805020110221,3.6109179126442243,-0.21875000000000003
anLQj9AM8vjbcLSIE0iUgg,Papa Murphy's,Tucson,AZ,32.3385723,-111.0107602,4.0,22,1,1.0,$,,Pizza,1.0,1.0,0.0,1.0,0.0,,41,3.1354942159291497,3.7376696182833684,0.40074404761904764
Cdytv_YhJO0W0Ab8t2xLtg,Nipper's Pub,Woodbury,NJ,39.8444681,-75.1248703,3.5,29,1,1.0,$,,Chicken Wings,1.0,0.0,0.0,0.0,1.0,1.0,43,3.4011973816621555,3.784189633918261,0.3127519761264721
3BJxm-HnvzdwD1zjmSbmyQ,Golden Chopstick Chinese Restaurant,Philadelphia,PA,39.963077709,-75.1680274529,3.0,137,1,1.0,$,68.0,Chinese,1.0,1.0,1.0,1.0,0.0,1.0,176,4.927253685157205,5.176149732573829,0.16335687075270408
FRYkg_JvsWU9xIXZsEZcVA,Altamura,New Orleans,LA,29.9333877563,-90.079498291,3.5,27,0,3.0,$$$,32.0,Cocktail Bars,0.0,0.0,1.0,0.0,1.0,,22,3.332204510175204,3.1354942159291497,0.1417832167832168
9C2rpb56aQvW0ViZHK9sPw,Home Plate Sports Pub,Tucson,AZ,32.206315,-110.887843,3.5,56,1,1.0,$,112.0,Sports Bars,,0.0,0.0,1.0,1.0,,102,4.04305126783455,4.634728988229636,0.5088095238095238
k0yyD71s2F2eEKWRdkZ6jA,Cold Stone Creamery,Indianapolis,IN,39.7628744,-86.3257127,3.0,19,1,2.0,$$,63.0,Custom Cakes,1.0,1.0,,,,1.0,73,2.995732273553991,4.30406509320417,0.24583333333333335
dM5OKNzk9AL2aiq-fV-SYg,Walmart Supercenter,Brownsburg,IN,39.8591499,-86.3964221,1.5,14,1,1.0,$,119.0,Discount Store,0.0,1.0,,,,1.0,194,2.70805020110221,5.272999558563747,
0vCsslN-TYnDeOSNT4rIfg,Whole Foods Market,Carmel,IN,39.999084,-86.131076,3.5,44,1,3.0,$$$,73.0,Organic Stores,1.0,,,,,1.0,477,3.8066624897703196,6.169610732491456,0.18756824194324195
zFvqulgAYOpSG2t1v8AZ-w,The Cake Drip,Tampa,FL,27.935753,-82.4764699,4.0,40,1,,,43.0,Desserts,1.0,0.0,,,,0.0,13,3.713572066704308,2.6390573296152584,
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,Santa Barbara,CA,34.4087147,-119.6850187,4.0,2404,1,2.0,$$,53.0,Live/Raw Food,1.0,1.0,0.0,1.0,1.0,1.0,6148,7.785305182539862,8.724044745953469,0.29073449394482515
PYW8Buz8S8LpjIe6mZTAcw,Payless Liquors,Greenwood,IN,39.632279734,-86.158674289,3.5,13,1,2.0,$$,,Beer,1.0,,,,,,30,2.6390573296152584,3.4339872044851463,0.2727232142857143
Lx8ZYUJ_-3Aa8N821mN1WQ,ALM Kainan,Sparks,NV,39.5371788,-119.7355322,4.0,13,0,1.0,$,55.0,Filipino,1.0,0.0,0.0,,0.0,1.0,21,2.6390573296152584,3.091042453358316,0.3256666666666667
uCQqtYW_xc1EJRm7NyakdA,Yogurt Beach,Reno,NV,39.523904,-119.777525,4.5,12,1,1.0,$,72.5,Desserts,1.0,,,,,,31,2.5649493574615367,3.4657359027997265,0.40238095238095234
WYYdQDjx-DsCanlP0DpImQ,J Sushi,Philadelphia,PA,39.9470334,-75.1574339,4.5,72,0,2.0,$$,65.0,Seafood,1.0,1.0,1.0,1.0,0.0,1.0,51,4.290459441148391,3.9512437185814275,0.3439646291208791
aNtKyc2rr-uK5cqzY9TVQQ,Chipotle Mexican Grill,Largo,FL,27.894167,-82.779866,3.0,19,1,1.0,$,67.5,Mexican,1.0,1.0,0.0,1.0,1.0,1.0,106,2.995732273553991,4.672828834461906,
oCFcoyGx2VRZ8MHXEsV8tQ,Giant Food Store,Brookhaven,PA,39.877374,-75.394007,2.5,10,0,2.0,$$,,Grocery,,,,,,1.0,19,2.3978952727983707,2.995732273553991,
X_E7U2lVNEwbH_gpOBmAHQ,Cerveza Jack's,Nashville,TN,36.162799,-86.776016,4.0,182,1,2.0,$$,61.0,Mexican,1.0,0.0,0.0,0.0,,1.0,383,5.209486152841421,5.950642552587727,0.3692998772511759
G4lRmwDHdvhZAhmtlsYYBw,Wendy's,Nashville,TN,36.112075744,-86.7674462724,1.5,37,1,1.0,$,100.0,Burgers,1.0,1.0,0.0,1.0,0.0,1.0,62,3.6375861597263857,4.143134726391533,
BxhkoR6cscJwwex8gx31OA,Bar-B-Cutie,Madison,TN,36.296536,-86.700179,3.5,40,1,2.0,$$,75.0,Barbeque,1.0,1.0,0.0,1.0,0.0,1.0,71,3.713572066704308,4.276666119016055,0.2389940476190476
Ms5xG8i4p80KSMcF3tt4ug,Sal DeForte's Ristorante,Ewing,NJ,40.2668877,-74.8056572,4.0,52,1,2.0,$$,28.0,Italian,1.0,1.0,1.0,1.0,1.0,1.0,72,3.970291913552122,4.290459441148391,0.3364960557960558
m9ncuZp0nEVhIwu24G-HRw,CVS Pharmacy,Indianapolis,IN,39.7371,-86.1391,2.5,10,1,,,88.0,Pharmacy,0.0,1.0,,,,,30,2.3978952727983707,3.4339872044851463,
ORL4JE6tz3rJxVqkdKfegA,Gaylord Opryland Resort & Convention Center,Nashville,TN,36.2115923083,-86.6943191727,3.0,1639,1,3.0,$$$,,Venues & Event Spaces,1.0,1.0,1.0,1.0,1.0,1.0,4582,7.402451520818244,8.430109084509125,0.1815162599722942
1GnJDrpp-jyDRCptavD9RQ,Rita's Italian Ice,Aston,PA,39.8649175,-75.4275762,4.0,7,1,1.0,$,63.0,Ice Cream & Frozen Yogurt,1.0,,,,,1.0,11,2.0794415416798357,2.4849066497880004,
P10BsKUeoeCeVoK4BS2u0w,Trust Me BBQ,Riverview,FL,27.8652573,-82.3260903,4.0,29,0,1.0,$,,Barbeque,1.0,0.0,0.0,1.0,1.0,,19,3.4011973816621555,2.995732273553991,0.2504340277777778
7Du9oW73YcYFmXdtU5aiSg,Kinjo's Japanese Restaurant,Saint Petersburg,FL,27.7972626,-82.7339127,3.5,17,0,2.0,$$,76.0,Japanese,1.0,0.0,1.0,1.0,0.0,1.0,31,2.8903717578961645,3.4657359027997265,0.36413341019161133
h_qlv6CIXGVurFOhFQ945w,Tim Hortons,Edmonton,AB,53.5599789914,-113.6162690363,3.5,6,1,1.0,$,,Coffee & Tea,1.0,,0.0,1.0,0.0,1.0,287,1.9459101490553132,5.662960480135946,0.25
QjV4v7q_pt7tt3K1US7IHg,PDQ Temple Terrace,Tampa,FL,28.0548882706,-82.3995484,3.0,5,1,,,70.0,Fast Food,1.0,1.0,0.0,,,0.0,3,1.791759469228055,1.3862943611198906,
LGqiubTmpJ-A1L5n7dmc6g,Domino's Pizza,Harvey,LA,29.8753202,-90.045817,1.5,14,0,1.0,$,105.0,Sandwiches,1.0,0.0,0.0,1.0,0.0,1.0,10,2.70805020110221,2.3978952727983707,0.19351851851851853
FTFtoylMzkrzqNVSl-bkKw,Giant Food Stores,Philadelphia,PA,39.9565280024,-75.178013742,4.0,19,1,,,119.0,Grocery,1.0,1.0,,,,1.0,13,2.995732273553991,2.6390573296152584,
59jkCUm4yHciKL1KW_1HJA,Roma Pizza & Italian Eatery,Warrington,PA,40.2295269733,-75.1310898382,2.5,25,1,1.0,$,85.0,Pizza,1.0,1.0,0.0,1.0,0.0,,11,3.258096538021482,2.4849066497880004,0.25
AzwiKZjVqHOxLaYtPAx8lA,Target,Wyncote,PA,40.076229,-75.155305,2.5,37,1,2.0,$$,95.93333333333334,Department Stores,,0.0,0.0,,0.0,1.0,345,3.6375861597263857,5.846438775057725,-0.02034722222222221
yM8LlTInbQH4FwWC97lz6w,McDonald's,St. Louis,MO,38.6124951839,-90.2219420671,1.5,100,1,1.0,$,,Fast Food,1.0,1.0,0.0,1.0,1.0,1.0,142,4.61512051684126,4.962844630259907,-0.021759259259259284
3S9GYtMOYhbZl4MMPOHT0Q,The Handlebar Boise,Boise,ID,43.62001,-116.21279,4.5,34,1,1.0,$,56.0,Wine Bars,,,1.0,,1.0,1.0,43,3.5553480614894135,3.784189633918261,0.45233585858585856
CtMEJxpVMlNzFpB4PtFjfA,Aussie Grill,Lutz,FL,28.192191035,-82.396367,4.0,75,1,,,61.0,American (New),1.0,1.0,,,1.0,0.0,63,4.330733340286331,4.1588830833596715,
O1oZpbZNDMH_gz8DhsZCdA,Wendy's,Philadelphia,PA,40.012141,-75.1150148,1.5,15,1,1.0,$,112.0,Burgers,1.0,1.0,0.0,1.0,0.0,,5,2.772588722239781,1.791759469228055,
vPcfJ3rm3NpdqVDod2WxLA,China Pearl,Langhorne,PA,40.2177843,-74.9265858,1.5,27,1,2.0,$$,68.0,Japanese,1.0,1.0,0.0,1.0,0.0,1.0,6,3.332204510175204,1.9459101490553132,0.21212121212121213
pmuuoDqNZp7518AUd-YmPA,Bagelicious - King Of Prussia,King of Prussia,PA,40.1124813,-75.3799748,3.5,60,1,1.0,$,37.0,Bakeries,1.0,0.0,,,,1.0,59,4.110873864173311,4.0943445622221,0.3308924100590767
2dlQX5sP9X6Dlm1MmNOlSw,ReAnimator Coffee,Philadelphia,PA,39.9764555,-75.1270254,4.0,105,1,1.0,$,44.0,Coffee & Tea,1.0,0.0,,,1.0,1.0,376,4.663439094112067,5.932245187448011,0.28837015263726573
IYlUaKC9nICjiWdk-ShPlg,Bub's Cafe,Carmel,IN,39.976614,-86.130124,4.0,175,0,2.0,$$,49.0,Breakfast & Brunch,1.0,0.0,0.0,1.0,1.0,1.0,327,5.170483995038151,5.793013608384144,0.2885304213985091
tSFXJ0GFl5iUdy021YgWLw,The Mad Griddle ,Indianapolis,IN,39.781126,-86.1241235,5.0,7,1,,,68.0,Jazz & Blues,1.0,1.0,1.0,,1.0,,5,2.0794415416798357,1.791759469228055,
ZU6NodDOWaabGkeNpOWdXw,530 Pub & Grill,Clearwater,FL,27.9657471097,-82.7989008,4.5,6,1,,,55.0,American (Traditional),1.0,1.0,,,,0.0,1,1.9459101490553132,0.6931471805599453,
ULReFPrCIDRbGKwP3ZsHwg,Eddie's Southtown Donuts,Saint Louis,MO,38.5857552,-90.2768425,4.5,55,1,1.0,$,52.0,Donuts,1.0,1.0,,,,1.0,104,4.02535169073515,4.653960350157523,0.42805169037311896
rCoWa-C7Os51GjFkCnFlVw,Rite Aid,Voorhees,NJ,39.852159,-74.98264,4.5,6,1,2.0,$$,96.0,Drugstores,0.0,,,,,,10,1.9459101490553132,2.3978952727983707,0.2754329004329005
Dtuf4vD0znzwJW9vk3iTNw,Tomo Japanese Steakhouse and Sushi Bar,Indianapolis,IN,39.8887246,-86.1212129,4.0,246,1,2.0,$$,42.0,Steakhouses,1.0,1.0,1.0,1.0,0.0,1.0,1176,5.5093883366279774,7.0707241072602764,0.30134687497397183
8c0r7olQSYGcws0bTd3ikw,Zesty Tsunami,New Port Richey,FL,28.2502179787,-82.6824409515,4.0,5,0,,,87.0,Hawaiian,1.0,,0.0,1.0,,0.0,3,1.791759469228055,1.3862943611198906,
